XP_007734368.1	NMUC01_000059-T1	24.066	241	152	6	375	590	1066	1300	0.005	39.7
XP_007734368.1	NMUC01_004002-T1	22.941	340	204	12	268	587	290	591	0.022	37.4
XP_007734368.1	NMUC01_004002-T1	22.500	200	129	4	422	621	340	513	0.39	33.1
XP_007734368.1	NMUC01_000271-T1	31.092	119	62	4	322	438	192	292	0.30	33.5
XP_007734368.1	NMUC01_005379-T1	29.412	119	69	4	519	629	53	164	0.98	32.0
XP_007734368.1	NMUC01_005676-T1	31.579	38	26	0	635	672	327	364	1.2	31.6
XP_007734368.1	NMUC01_006603-T1	28.378	74	47	4	26	95	4	75	2.0	30.8
XP_007734368.1	NMUC01_001802-T1	27.027	111	69	2	305	415	121	219	3.3	30.0
XP_007734368.1	NMUC01_000982-T1	36.923	65	34	3	365	424	538	600	5.5	29.3
XP_007734368.1	NMUC01_008637-T1	36.620	71	23	5	452	512	269	327	5.6	29.3
XP_007734368.1	NMUC01_007586-T1	24.859	177	120	7	443	615	170	337	5.6	29.6
XP_007734368.1	NMUC01_005576-T1	26.582	79	49	2	407	483	530	601	6.2	29.3
XP_007734368.1	NMUC01_009782-T1	28.788	66	43	1	409	474	100	161	8.3	28.1
XP_007734368.1	NMUC01_009737-T1	35.366	82	47	3	334	414	367	443	8.3	28.9
